	%y - Year without century [00,99]."	%y - Anno senza secolo [00,99]."
	Company Address	Indirizzo dell'azienda
	<b>Company Address:</b>	<b>Indirizzo dell'azienda:</b>
	VP10	VP10
	Auto UE payments	Versamento auto EU
	<b>VP10</b> Auto UE payments	<b>VP10</b> Versamento auto EU
	VP11	VP11
	Tax credits	Credito d'imposta
	<b>VP11</b> Tax credits	<b>VP11</b> Credito d'imposta
	VP12	VP12
	Due interests for quarterly statements	Interessi dovuti per liquidazioni trimestrali
	<b>VP12</b> Due interests for quarterly statements	<b>VP12</b> Interessi dovuti per liquidazioni trimestrali
	VP13	VP13
	Due down payment	Acconto dovuto
	<b>VP13</b> Due down payment	<b>VP13</b> Acconto dovuto
	VP14	VP14
	VAT to pay	IVA da versare
	<b>VP14</b> VAT to pay	<b>VP14</b> IVA da versare
	VP2	VP2
	Profitable operations total	Totale operazioni attive
	without VAT	al netto dell'IVA
	<b>VP2</b> Profitable operations total (without VAT)	<b>VP2</b> Totale operazioni attive (al netto dell'IVA)
	VP3	VP3
	Unprofitable operations total	Totale operazioni passive
	<b>VP3</b> Unprofitable operations total (without VAT)	<b>VP3</b> Totale operazioni passive (al netto dell'IVA)
	VP4	VP4
	Due VAT	IVA esigibile
	<b>VP4</b> Due VAT	<b>VP4</b> IVA esigibile
	VP5	VP5
	Deducted VAT	IVA detratta
	<b>VP5</b> Deducted VAT	<b>VP5</b> IVA detratta
	VP6	VP6
	Debit VAT	IVA dovuta
	<b>VP6</b> Debit VAT	<b>VP6</b> IVA dovuta
	VP7	VP7
	Previous period debit	Debito periodo precedente non superiore a
	not grater than	
	<b>VP7</b> Previous period debit, not grater than 25,82 €	<b>VP7</b> Debito periodo precedente non superiore a 25,82 €
	VP8	VP8
	Previous period credit	Credito periodo precedente
	<b>VP8</b> Previous period credit	<b>VP8</b> Credito periodo precedente
	VP9	VP9
	Previous year credit	Credito anno precedente
	<b>VP9</b> Previous year credit	<b>VP9</b> Credito anno precedente
	DateTime	Datetime
	Python module	modulo Python
	<code>datetime</code> (Python module)	<code>datetime</code> (modulo Python)
	dateutil	dateutil
	<code>dateutil</code> (Python module)	<code>dateutil</code> (modulo Python)
	env	env
	Odoo Environment on which the action is triggered	ambiente Odoo nel quale l'azione viene attivata
	<code>env</code>: Odoo Environment on which the action is triggered	<code>env</code>: ambiente Odoo nel quale l'azione viene attivata
	Self	Se stesso
	the set of records to compute	il set di record da elaborare
	<code>self</code> (the set of records to compute)	<code>self</code> (il set di record da elaborare)
	time	time
	<code>time</code> (Python module)	<code>time</code> (modulo Python)
	Timezone	Fuso orario
	useful Python libraries	utili librerie Python
	<code>time</code>, <code>datetime</code>, <code>dateutil</code>, <code>timezone</code>: useful Python libraries	<code>time</code>, <code>datetime</code>, <code>dateutil</code>, <code>timezone</code>: utili librerie Python
	Warning	Attenzione
	Warning Exception to use with	eccezione di avviso da usare con
	raise	raise
	<code>Warning</code>: Warning Exception to use with <code>raise</code>	<code>Warning</code>: eccezione di avviso da usare con <code>raise</code>
	times	timi
	<span aria-label="Close">&amp;times;</span>	<span aria-label="Close">&amp;timi;</span>
	Create company	Crea un'azienda
	<span class="fa fa-plus-square"/>                                       Create company	<span class="fa fa-plus-square"/>                                       Crea un'azienda
	Click on Update below to start the process	Fare clic su «Aggiorna» per iniziare il processo
	<span class="o_form_label">Click on Update below to start the process...</span>	<span class="o_form_label">Fare clic su «Aggiorna» per iniziare il processo...</span>
	The selected language has been successfully installed	Il linguaggio selezionato è stato installato con successo
	You must change the preferences of the user to view the changes	Per visualizzare le modifiche è necessario cambiare le preferenze utente
	<span class="o_form_label">The selected language has been successfully installed.You must change the preferences of the user to view the changes.</span>	<span class="o_form_label">Il linguaggio selezionato è stato installato con successo.Per visualizzare le modifiche è necessario cambiare le preferenze utente.</span>
	The selected modules have been updated	io moduli selezionati sono stati aggiornati
	installed	installati
	<span class="o_form_label">The selected modules have been updated / installed !</span>	<span class="o_form_label">I moduli selezionati sono stati aggiornati / installati </span>
	We suggest to reload the menu tab to see the new menus	Suggeriamo di ricaricare la scheda Menu per vedere i nuovi menu
	Ctrl	CTRL
	T then Ctrl	T poi CTRL
	span	span
	<span class="o_form_label">We suggest to reload the menu tab to see the new menus (Ctrl+T then Ctrl+R)."</span>	<span class="o_form_label">Suggeriamo di ricaricare la scheda Menu per vedere i nuovi menu (CTRL+T poi CTRL+R)."</span>
	Danger Zone	Zona di pericolo
	<span class="text-white text-uppercase">Danger Zone</span>	<span class="text-white text-uppercase">Zona di pericolo</span>
	Current Year with Century	Anno in corso con secolo
	Current Year without Century	Anno in corso senza secolo
	Month	Mese
	Day	Giorno
	<span colspan="2">Current Year with Century: %(year)s</span>                                <span colspan="2">Current Year without Century: %(y)s</span>                                <span colspan="2">Month: %(month)s</span>                                <span colspan="2">Day: %(day)s</span>	<span colspan="2">Anno in corso con secolo: %(year)s</span>                                <span colspan="2">Anno in corso senza secolo: %(y)s</span>                                <span colspan="2">Mese: %(month)s</span>                                <span colspan="2">Giorno: %(day)s</span>
	Week of the Year	Settimana dell'anno
	Day of the Week	Giorno della settimana
	Monday	Lunedì
	weekday	weekday
	<span colspan="2">Day of the Year: %(doy)s</span>                                <span colspan="2">Week of the Year: %(woy)s</span>                                <span colspan="2">Day of the Week (0:Monday): %(weekday)s</span>	<span colspan="2">Giorno dell'anno: %(doy)s</span>                                <span colspan="2">Settimana dell'anno %(woy)s</span>                                <span colspan="2">Giorno della settimana (0:Lunedì): %(weekday)s</span>
	gt	gt
	Second	Secondo
	<span colspan="2">Hour 00-&gt;24: %(h24)s</span>                                <span colspan="2">Hour 00-&gt;12: %(h12)s</span>                                <span colspan="2">Minute: %(min)s</span>                                <span colspan="2">Second: %(sec)s</span>	<span colspan="2">Ora 00-&gt;24: %(h24)s</span>                                <span colspan="2">Ora 00-&gt;12: %(h12)s</span>                                <span colspan="2">Minuto: %(min)s</span>                                <span colspan="2">Secondo: %(sec)s</span>
	or credit	o a credito
	<span> or credit</span>	<span> o a credito</span>
	Computation method	metodo
	<span>Computation method: </span>	<span>metodo: </span>
	Module	Modulo
	<span>Module</span>	<span>Modulo</span>
	Name	Nome
	<span>Name</span>	<span>Nome</span>
	Object	Oggetto
	<span>Object:</span>	<span>Oggetto:</span>
	Version	Versione
	<span>Version</span>	<span>Versione</span>
	Current Rate	Tasso attuale
	<strong><span>Current Rate: </span></strong>	<strong><span>Tasso attuale: </span></strong>
	Apps	Applicazioni
	<strong>Apps</strong>	<strong>Applicazioni</strong>
	Attribute	Attributo
	<strong>Attribute</strong>	<strong>Attributo</strong>
	Dependencies	Dipendenze
	<strong>Dependencies :</strong>	<strong>Dipendenze :</strong>
	Email	E-mail
	<strong>Email:</strong>	<strong>E-mail:</strong>
	Group	Gruppo
	<strong>Group</strong>	<strong>Gruppo</strong>
	Label	Etichetta
	<strong>Label</strong>	<strong>Etichetta</strong>
	<strong>Name</strong>	<strong>Nome:</strong>
	Phone	Telefono
	<strong>Phone</strong>	<strong>Telefono</strong>
	Reports	Rapporti
	<strong>Reports :</strong>	<strong>Rapporti:</strong>
	The contact linked to this user is still active	Il contatto collegato a questo utente è ancora attivo
	<strong>The contact linked to this user is still active</strong>	<strong>Il contatto collegato a questo utente è ancora attivo</strong>
	This operation will permanently erase all data currently stored by the modules	Questa operazione eliminerà in modo definitivo tutti i dati attualmente memorizzati dai moduli
	<strong>This operation will permanently erase all data currently stored by the modules!</strong>	<strong>Questa operazione eliminerà in modo definitivo tutti i dati attualmente memorizzati dai moduli.</strong>
	Type	Tipo
	<strong>Type</strong>	<strong>Tipo</strong>
	View	Vista
	<strong>View :</strong>	<strong>Vista:</strong>
	XML ID	ID XML
	<strong>XML ID</strong>	<strong>ID XML</strong>
	Fields	Campi
	<u><strong>Fields</strong></u>	<u><strong>Campi</strong></u>
	Security	Sicurezza
	<u><strong>Security</strong></u>	<u><strong>Sicurezza</strong></u>
	Views	Vista
	<u><strong>Views</strong></u>	<u><strong>Vista</strong></u>
	Invalid fiscalcode of	Codice fiscale non valido
	00302 - Invalid fiscalcode of %s	00302 – Codice fiscale non valido %s
	XA	XA
	Partner	Nominativo
	without street on address	senza indirizzo
	003XA - Partner %s without street on address	003XA - Nominativo %s senza indirizzo
	XC	XC
	vat country differs from country	nazione PIVA diversa da anagrafica
	003XC - Partner %s %d vat country differs from country	003XC – Nominativo %s %d nazione PIVA diversa da anagrafica
	XP	XP
	without province on address	senza provincia
	003XP - Partner %s without province on address	003XP - Nominativo %s senza provincia
	XY	XY
	without city on address	senza città
	003XY - Partner %s without city on address	003XY - Nominativo %s senza città
	XZ	XZ
	has wrong zip code	con CAP errato
	003XZ - Partner %s has wrong zip code	003XZ - Nominativo %s con CAP errato
	Invalid tax	Natura
	nature for invoice	non valida su fattura
	00400 - Invalid tax %s nature for invoice %s	00400 – Natura %s non valida su fattura %s
	Missed/wrong tax nature in	Natura assente o errata in
	00400 - Missed/wrong tax nature in %s	00400 –Natura assente o errata in %s
	00401 - Invalid tax %s nature for invoice %s	00401 – Natura %s non valida su fattura %s
	Invalid/wrong tax nature in	Natura non valida in
	00401 - Invalid/wrong tax nature in %s	00401 – Natura non valida in %s
	Wrong tax	Erarata natura/pagamento
	nature/payment for invoice	su fattura
	00420 - Wrong tax %s nature/payment for invoice %s	00420 – Erarata natura/pagamento %s su fattura %s
	Wrong tax payability in	Errata esigibilità in
	00420 - Wrong tax payability in %s	00420 – Errata esigibilità in %s
	Invalid tax rate in	Aliquota IVA errata in
	00424 - Invalid tax rate in %s	00424 – Aliquota IVA errata in %s
	without fiscal data	senza dati fiscali
	00464 - Partner %s without fiscal data	00464 - Nominativo %s senza dati fiscali
	commission agent	provvigione agente
	1 commission agent	1 provvigione agente
	Dec	Dic
	December	Dicembre
	1. %b, %B         ==&gt; Dec, December	1. %b, %B         ==&gt; Dic, Dicembre
	Fri	Gio
	Friday	Giovedì
	2. %a ,%A         ==&gt; Fri, Friday	2. %a ,%A         ==&gt; Gio, Giovedì
	th Party Sender URL to connect	URL per connessione a terzo incaricato
	3th Party Sender URL to connect	URL per connessione a terzo incaricato
	Friday is the	venerdì è il sesto giorno
	th day	
	9. %w              ==&gt; 5 ( Friday is the 6th day)	9. %w              ==&gt; 5 ( venerdì è il sesto giorno)
	A AGRICULTURE	A AGRICOLTURA
	FORESTRY AND FISHING	SILVICOLTURA E PESCA
	A AGRICULTURE, FORESTRY AND FISHING	A AGRICOLTURA, SILVICOLTURA E PESCA
	A document was modified since you last viewed it	Un documento è stato modificato dall'ultima visualizzazione
	A document was modified since you last viewed it (%s:%d)	Un documento è stato modificato dall'ultima visualizzazione (%s:%d)
	A group is a set of functional areas that will be assigned to the user in order to give them access and rights to specific applications and tasks in the system	Un gruppo è un set di aree funzionali che viene assegnato all'utente per fornirgli l'accesso e i diritti su applicazioni e attività specifici nel sistema
	You can create custom groups or edit the ones existing by default in order to customize the view of the menu that users will be able to see	Per default è possibile creare gruppi personalizzati o modificarle esistenti per poi modificare il menu che gli utenti saranno in grado di vedere
	Whether they can have a read	Se è necessario assegnare permessi di lettura
	write	scrittura
	create and delete access right can be managed from here	creazione e cancellazione è possibile gestire il tutto da qui
	A group is a set of functional areas that will be assigned to the user in order to give them access and rights to specific applications and tasks in the system. You can create custom groups or edit the ones existing by default in order to customize the view of the menu that users will be able to see. Whether they can have a read, write, create and delete access right can be managed from here	Un gruppo è un set di aree funzionali che viene assegnato all'utente per fornirgli l'accesso e i diritti su applicazioni e attività specifici nel sistema. Per default è possibile creare gruppi personalizzati o modificarle esistenti per poi modificare il menu che gli utenti saranno in grado di vedere. Se è necessario assegnare permessi di lettura, scrittura, creazione e cancellazione è possibile gestire il tutto da qui
	A homepage for the IoT Box	Una pagina iniziale per il box IoT
	A module to generate exceptions	Un modulo per generare le eccezioni
	A module to test import/export	Un modulo per effettuare prove di importazione/esportazione
	A module to test Odoo code with various linters	Modulo per effettuare test del codice Odoo usando vari linter
	A module to test the API	Un modulo per testare le API
	A module to test the RPC requests	Un modulo per effettuare test di richieste RPC
	A module to test the uninstall feature	Un modulo per testare la funzione di disinstallazione
	A module to test translation import	Un modulo per effettuare prove di importazione della traduzione
	A module to verify the Assets Bundle mechanism	Un modulo per verificare il meccanismo di "Assets Bundle"
	A module to verify the inheritance	Un modulo per verificare l'eredità
	A module to verify the inheritance using _inherits	Un modulo per verificare l'eredità usando _inherits
	A module with dummy methods	Un modulo con metodi fittizi
	A payment line already exists with this reference in the same company	Esiste già una riga di pagamento con questo riferimento nella stessa azienda
	A user associated to the contact	Un utente associato al contatto
	A valid BIC contains	Un BIC valido contiene
	or	o
	characters	caratteri
	The BIC '	Il BIC '
	contains	contains
	so it is not valid	
	A valid BIC contains 8 or 11 characters. The BIC '%s' contains %d characters, so it is not valid	Un BIC valido contiene 8 o 11 caratteri. Il BIC '%s' contains %d caratteri e non è valido
	A/C Bank Account	Conto Banca C/C
	A1  6   594 x 841 mm	A1 6 594 x 841 mm
	A2  7   420 x 594 mm	A2 7 420 x 594 mm
	A3  8   297 x 420 mm	A3 8 297 x 420 mm
	A4	A4
	mm	mm
	inches	pollici
	A4  0   210 x 297 mm, 8.26 x 11.69 inches	A4  0   210 x 297 mm, 8.26 x 11.69 pollici
	A7  11  74 x 105 mm	A7 11 74 x 105 mm
	A8  12  52 x 74 mm	A8 12 52 x 74 mm
	ABA Credit Transfer	Bonifico ABA
	Abbreviation	Abbreviazione
	Acceptance	Accettazione
	Acceptance Entries	Registrazioni di accettazione
	Acceptance Entry	Registrazione di accettazione
	Accepted	Accettata
	Accepted Users	Utenti accettati
	Access	Accesso
	Access Controls	Controlli di accesso
	Access Groups	Gruppi di accesso
	Access Menu	Menu Accesso
	Access Rights	Diritti di accesso
	Access to all Enterprise Apps	Accesso a tutte le applicazioni Enterprise
	Access to Private Addresses	Accesso agli indirizzi privati
	Access Token	Token di accesso
	Account	Conto
	Account Analytic Defaults	Valori predefiniti conti analitici
	Account and Payment Link and Portal	Portale e link al conto e al pagamento
	Account balance at	Filtro conti saldo a
	filter	
	Account balance at 0 filter	filtro conti saldo a 0
	Account Bank Statement Import	Importazione estratti conto bancari
	Account Books	Libri contabili
	Account Charts	Piano dei conti
	Account code pattern for the mapping source accounts	Schema di codifica per conti di origine
	Account Configuration Assistant	Assistente contabile per la configurazione
	Account Configuration Assistant Result	Riepilogo assistente contabile per la configurazione
	Account Follow-up	Sollecito di pagamento
	Account Group	Gruppo contabile
	Account Groups	Gruppi contabili
	Account Holder	Titolare del conto
	Account Holder Name	Nome titolare del conto
	in case it is different than the name of the Account Holder	nel caso sia diverso da quello del titolare del conto stesso
	Account holder name, in case it is different than the name of the Account Holder	nome per il titolare del conto, nel caso sia diverso da quello del titolare del conto stesso
	Account Invoice	Fattura
	Account Invoice Extract	Estratto fattura contabile
	Account invoice model	Modello di fattura
	Account mappings	Mappature conto
	Account Move line	Riga contabile
	Account No	Conto n
	Account Number	Numero conto
	Account Number must be unique	Il numero conto deve essere univoco
	Account Payment Method	Metodo di pagamento
	Account period	Periodo contabile
	Account Profile	Profilo contabile
	Account Receivable	Conto di credito cliente
	Account receiving amount when list is accepted by the bank	Conto contabile bancario di incasso effetti
	May be the liquidity bank account or a transitory account	Può essere un conto di liquidità oppure un conto transitorio
	Account receiving amount when list is accepted by the bank.May be the liquidity bank account or a transitory account.	conto contabile bancario di incasso effetti.Può essere un conto di liquidità oppure un conto transitorio.
	Account Tax	Conto erario IVA
	Account TaxCloud	TaxCloud del conto
	Ecommerce	E-commerce
	Account TaxCloud - Ecommerce	conto TaxCloud - E-commerce
	Sale	Vendita
	Account TaxCloud - Sale	conto TaxCloud - Vendita
	Account Type	Tipo conto
	Account Types	Tipi conto
	Account used when Ri.Ba. is accepted by the bank	Il conto degli effetti attivi
	Account used when Ri.Ba. list is accepted by the bank	Conto contabile di effetti all'incasso
	Account_invoice template	Modulo fattura
	Accounting	Contabilità
	MRP	Produzione
	Accounting - MRP	contabilità - MRP
	Payments	
	Accounting / Payments	contabilità/Pagamenti
	Accounting & Finance	Contabilità e finanza
	Finance	finanza
	Accounting &amp; Finance	contabilità &amp; finanza
	Accounting Consistency Tests	Prove di coerenza della contabilità
	Accounting Entries	Registrazioni contabili
	Accounting Entries Options	Opzioni registrazioni contabili
	Accounting Journal	Registro sezionale
	Accounting Reports	Rendiconti contabili
	Lithuanian	Lituana
	accounting, Lithuanian	contabilità, Lituana
	report	rendiconto
	accounting, report, Lithuanian	contabilità, rendiconto, Lituano/a
	Accounts	Conti
	Accounts closing types	Tipi di conto di chiusura
	Accounts mapping	Mappatura conti
	Accounts selection	Selezione conti
	Accreditation	Accredito
	Accreditation account	Conto contabile accredito avere
	credit side	Banca SBF
	C/O portfolio bank	
	Accreditation account (credit side - C/O portfolio bank)	conto contabile accredito avere (Banca SBF)
	supplemental	
	Accreditation account (credit side – supplemental)	conto contabile accredito avere (supplementare)
	debit side	Effetti SBF
	Subject To Collection C/O	
	Accreditation account (debit side - Subject To Collection C/O)	conto contabile accredito dare (Effetti SBF)
	Accreditation account (debit side – supplemental)	conto contabile accredito dare (supplementare)
	Accredited C/O Slips	Distinte RiBA accreditate
	Accrual	Competenza
	Accrual End Date	Fine competenza
	Accrual Start Date	Inizio competenza
	Accruals	Ratei
	Accrued Expense	Fondi per rischi
	Accrued Revenue	Fondi per oneri
	Acquiescence	Accettazione
	Acronym of the Province to which the municipality indicated in the information element	Acronimo della Provincia a cui appartiene il Comune indicato nell'elemento informativo
	belongs	Da compilare se l'elemento informativo
	Must be filled if the information element	è uguale a IT
	is equal to IT	
	Acronym of the Province to which the municipality indicated in the information element 1.2.3.4 <Comune> belongs. Must be filled if the information element 1.2.3.6 <Nazione> is equal to IT	acronimo della Provincia a cui appartiene il Comune indicato nell'elemento informativo 1.2.3.4 <Comune>. Da compilare se l'elemento informativo 1.2.3.6 <Nazione> è uguale a IT
	Action	Azione
	Action Description	Descrizione azione
	Action Name	Nome azione
	Action Needed	Azione necessaria
	Action Target	Obiettivo azione
	Action To Do	Azione da eseguire
	Action Type	Tipo azione
	Action URL	URL azione
	Action Usage	Uso azione
	Action Window	Finestra azione
	Action Window Close	Chiusura finestra azione
	Action Window View	Vista finestra azione
	Actions	Azioni
	Activate	Attivazione
	Activate Anticipo fatture	Attivazione anticipo fatture
	Activate Assets	Attivazione cespiti
	Activate Conai	Attivazione Conai
	Activate e-Invoice	Attivazione fattura elettronica
	Activate enhanced account	Attivazione contabilità evoluta
	Activate fiscal modules	Attivazione moduli fiscali
	Activate Intrastat	Attivazione Intrastat
	Activate Lettera di Intento	Attivazione lettera di intento
	Activate purchase module	Attivazione moduli di acquisto
	Activate Reverse Charge	Attivazione inversione contabile
	Activate RiBA	Attivazione RiBA
	Activate sale modules	Attivazione moduli di vendita
	Activate Sepa Credit Transfer	Attivazione bonifici
	Activate Sepa Direct Debit	Attivazione addebiti su conto
	Activate Split Payment	Attivazione scissione pagamenti
	Activate this option if this payment method requires you to know the bank account number of your customer or supplier	Attivare questa opzione se il metodo richiede il codice IBAN del cliente
	Activate VAT modules	Attivazione moduli IVA
	Activate Withholding Tax	Attivazione ritenute di acconto
	active	attivo
	Activities	Attività
	Activity	Attività
	Activity Progress	Stato avanzamento attività
	Actual Next Number	Prossimo numero attuale
	Add	Aggiungere
	Add a condition	Aggiungere condizione
	Add a link to edit a translation in Transifex	Aggiunge un link per modificare una traduzione in Transifex
	Add a many2one field city on addresses	Aggiungere un campo città "molti a uno" agli indirizzi
	Add a task suggestion form to your website	Aggiungere un modulo di suggerimento di attività nel sito web
	Add All Move Lines	Aggiungere tutte le righe di registrazione
	Add an internal note	Aggiungere una nota interna
	Add an item	Aggiungere un elemento
	Add barcode scanning facilities to Delivery	Aggiunta lettore di codici a barre al modulo Consegna
	Add barcode scanning feature to event management	Aggiunta funzionalità di lettura di codici a barre al modulo Gestione di eventi
	Add Custom Filter	Aggiungere filtro personalizzato
	Add custom group	Aggiungere un raggruppamento personalizzato
	Add delivery costs to online sales	Aggiungere costi di consegna agli ordini di vendita
	Add extra fields on addresses	Aggiunta di campi supplementari negli indirizzi
	Add Followers	Aggiungere follower
	Add in the 'Print' menu	Aggiungere nel menu 'Stampa'
	Add internal notes	Aggiungere note interne
	Add livechat support for OdooBot	Aggiungi chat dal vivo per OdooBot
	Add OdooBot in discussions	Aggiunta di OdooBoot nelle discussioni
	Add period	Aggiungere periodo
	Add Pickings to DDT	Aggiungere prelievo al DdT
	Add product variant	Aggiungere variante prodotto
	Add quotation notes	Aggiungere nota al preventivo
	Add tax stamp line	Aggiungi riga di bollo
	Add to DDT	Aggiungere al DdT
	Add to Debit Order	Aggiungere a una distinta scadenze
	Add to invoice	Aggiungere a fattura
	Add to my Dashboard	Aggiungi al mio cruscotto
	Add to Payment Order	Aggiungere a una distinta di pagamento
	Add to Payment/Debit Order	Aggiungere a una distinta pagamento/incasso
	Additional Expenses	Oneri accessori
	Address	Indirizzo
	Address format	Formato indirizzo
	Address Print Mode	Modo stampa indirizzo
	Address separator	Separatore indirizzi
	Address Type	Tipologia indirizzo
	Addressee Code	Codice destinatario
	Addressee PEC	PEC destinatario
	Admin	Rif
	ref	ammin
	Admin. ref	rif. ammin
	Administration	Amministrazione
